timesteps,average_return,std
2.257812500000000000e+05,1.946661780357578664e+02,1.165995145258783481e+02
2.271093750000000000e+05,2.072859725036227019e+02,1.067802013346199743e+02
2.284375000000000000e+05,2.245266390088850414e+02,1.125058795753799501e+02
2.297656250000000000e+05,2.908949955248093602e+02,1.107527081660954167e+02
2.310937500000000000e+05,3.521993359519648834e+02,1.156379000762911460e+02
2.324218750000000000e+05,3.809770105047263087e+02,1.190748841083838698e+02
2.337500000000000000e+05,4.308947500334334677e+02,1.275661220057171903e+02
2.350781250000000000e+05,3.860848518130267166e+02,1.168468649573605518e+02
2.364062500000000000e+05,3.916752350444837703e+02,1.278740742182611569e+02
2.377343750000000000e+05,4.605838279041746546e+02,1.252961854738383636e+02
2.390625000000000000e+05,4.669298796601198092e+02,1.149599354410978123e+02
2.403906250000000000e+05,4.437229994926105974e+02,1.077351875679427309e+02
2.417187500000000000e+05,4.529532971026194446e+02,1.149139273300901749e+02
2.430468750000000000e+05,4.384624623898343430e+02,1.083802659672499544e+02
2.443750000000000000e+05,5.116474465307912283e+02,1.128608693832371586e+02
2.457031250000000000e+05,5.488419181764010091e+02,1.103568970521525188e+02
2.470312500000000000e+05,5.699421268089481600e+02,1.104728698444416324e+02
2.483593750000000000e+05,5.668922777846767076e+02,1.059387167361389572e+02
2.496875000000000000e+05,6.113797921695586410e+02,1.061113311397747765e+02
2.510156250000000000e+05,6.615241148908879723e+02,9.586546944530041969e+01
2.523437500000000000e+05,6.783416086667751870e+02,9.700058849774593739e+01
2.536718750000000000e+05,6.692612291474699759e+02,9.524664921531416439e+01
2.550000000000000000e+05,7.009379936625962273e+02,1.047622190017025616e+02
2.563281250000000000e+05,6.576978913749790081e+02,8.999100599006962398e+01
2.576562500000000000e+05,6.858153495909177764e+02,1.025240227065949767e+02
2.589843750000000000e+05,6.317431818752945674e+02,9.134970704307187361e+01
2.603125000000000000e+05,6.126915151070060119e+02,9.334902191664129134e+01
2.616406250000000000e+05,6.182230235137512864e+02,9.633051866658821893e+01
2.629687500000000000e+05,6.180491747599653536e+02,9.238991302812692652e+01
2.642968750000000000e+05,6.011269316896698456e+02,8.496631232790915078e+01
2.656250000000000000e+05,6.509345282090872615e+02,8.920259532991327944e+01
2.669531250000000000e+05,7.069495953064905507e+02,9.720082437540193609e+01
2.682812500000000000e+05,7.666733292409838896e+02,9.241992724928137193e+01
2.696093750000000000e+05,7.777208984873392410e+02,8.560193163557067919e+01
2.709375000000000000e+05,7.860519301317406189e+02,9.334832947571585748e+01
2.722656250000000000e+05,8.231448058424811052e+02,9.119099815634292838e+01
2.735937500000000000e+05,8.397239692819094898e+02,1.077608904301093844e+02
2.749218750000000000e+05,8.277274616064170232e+02,9.085382907976023148e+01
2.762500000000000000e+05,7.807085742466574629e+02,9.767100266748070680e+01
