timesteps,average_return,std
3.811718750000000000e+05,5.878715190887860444e+02,2.117187200144363146e+01
3.825000000000000000e+05,5.492166770386924100e+02,2.616901394165954287e+01
3.838281250000000000e+05,5.506550061625750914e+02,2.454542191271060858e+01
3.851562500000000000e+05,5.974853851392117576e+02,2.402878637227405534e+01
3.864843750000000000e+05,6.280242902694676559e+02,3.418180550440047227e+01
3.878125000000000000e+05,5.944393140340067703e+02,3.461819076653073068e+01
3.891406250000000000e+05,6.564453401558163250e+02,3.628429384521164991e+01
3.904687500000000000e+05,6.655488079257621621e+02,3.183632651103917510e+01
3.917968750000000000e+05,6.756555887086099119e+02,2.197077448534653854e+01
3.931250000000000000e+05,6.770883640414344882e+02,2.590199571842418891e+01
3.944531250000000000e+05,6.228673292848811798e+02,2.958570171977623886e+01
3.957812500000000000e+05,6.093206954398930293e+02,5.139445683147000921e+01
3.971093750000000000e+05,6.566167743869278866e+02,6.608362437602508521e+01
3.984375000000000000e+05,6.534399482205604954e+02,7.454735292571638183e+01
3.997656250000000000e+05,7.074208929939444488e+02,8.615665873528020313e+01
4.010937500000000000e+05,7.034423831270999017e+02,8.879751603679289929e+01
4.024218750000000000e+05,7.105175323656014825e+02,8.606334883912808209e+01
4.037500000000000000e+05,7.394278613488877454e+02,9.690957605090572713e+01
4.050781250000000000e+05,7.363600973161417187e+02,1.002081493985081408e+02
4.064062500000000000e+05,7.374908465872363195e+02,1.142813701766212375e+02
4.077343750000000000e+05,7.063187046937085825e+02,1.054628183789038047e+02
4.090625000000000000e+05,6.864875272679478257e+02,1.176784670541773039e+02
4.103906250000000000e+05,6.630390402873345010e+02,1.241505797624050444e+02
4.117187500000000000e+05,6.786633588786561404e+02,1.303388174311676835e+02
4.130468750000000000e+05,7.084245173470243344e+02,1.354318448336555036e+02
4.143750000000000000e+05,7.191223821462889418e+02,1.334829579569220925e+02
4.157031250000000000e+05,6.792541157426397831e+02,1.464470545035947566e+02
4.170312500000000000e+05,6.952421471172488054e+02,1.338061527751151232e+02
4.183593750000000000e+05,6.917068655106362485e+02,1.376740355876240471e+02
4.196875000000000000e+05,7.260322999154731178e+02,1.528584189126299862e+02
4.210156250000000000e+05,7.507870032111261480e+02,1.535467130421164939e+02
4.223437500000000000e+05,7.271451349504402515e+02,1.521093451242577430e+02
4.236718750000000000e+05,7.483988949371829449e+02,1.631509430098920461e+02
4.250000000000000000e+05,0.000000000000000000e+00,9.621132093404283125e+01
